Word Trial.ID list wordNeighbour N zipf.wordNeighbour len.wordNeighbour bigram.zipf.wordNeighbour old20.wordNeighbour old1.wordNeighbour bigram.zipf.novelWord old20.novelWord old1.novelWord len.novelWord pos_deviation levDistToWordNeigh baseWord Blocco Subject Age Gender Handedness Session List Data OraStart TrialCount rt Resp Acc learning lexicality Index
oficome NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 56 921 1 1 un NA 1
perazzo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 20 32 Female Right Morning A 2018-12-03 13:26:00 56 1172 1 1 un NA 1
primolto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 28 Male Right Morning B 2018-09-04 10:04:35 56 1264 1 1 un NA 1
ratigli NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 8 24 Female Right Morning A 2018-10-16 13:48:31 56 478 1 1 un NA 1
respalte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 56 1487 2 0 un NA 1
ancerche NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 16 24 Male Right Morning A 2018-11-15 10:03:56 56 2001 -1 0 un NA 1
cluibre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 11 25 Male Right Morning B 2018-11-02 13:41:00 56 1540 1 1 un NA 1
balpusta 12031 A NA NA NA NA NA NA NA 6.74 2.8 2 8 NA NA no 3 8 24 Female Right Morning A 2018-10-16 13:48:31 57 1042 2 1 un novelword 3
dofile 21012 B docile 1 2.965440196 6 6.79 1.85 1 6.67 1.95 1 6 middle 1 yes 3 7 21 Male Right Morning B 2018-10-08 13:50:59 57 659 2 1 un novelword 3
gerilla 11019 A gorilla 1 3.749031532 7 6.89 1.85 1 6.98 1.8 1 7 initial 1 yes 3 22 25 Male Right Morning A 2019-01-08 10:00:13 57 680 2 1 un novelword 3
scagro 12044 A NA NA NA NA NA NA NA 6.77 1.95 1 6 NA NA no 3 26 27 Female Right Morning A 2019-01-21 10:01:44 57 1081 2 1 un novelword 3
suteni 22048 B NA NA NA NA NA NA NA 6.88 1.9 1 6 NA NA no 3 27 20 Female Right Morning B 2019-01-21 13:43:02 57 944 2 1 un novelword 2
tullordi 12050 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 3 14 22 Female Right Morning A 2018-11-12 13:44:47 57 1018 2 1 un novelword 3
attagara NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 28 Male Right Morning B 2018-09-04 10:04:35 57 803 1 1 un NA 1
brazza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 20 32 Female Right Morning A 2018-12-03 13:26:00 57 937 1 1 un NA 1
itancra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 16 24 Male Right Morning A 2018-11-15 10:03:56 57 1601 2 0 un NA 1
licarce NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 57 861 2 0 un NA 1
manderta NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 11 25 Male Right Morning B 2018-11-02 13:41:00 57 1331 2 0 un NA 1
oznato NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 17 24 Male Right Morning B 2018-11-15 14:10:31 57 806 1 1 un NA 1
sicafre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 23 32 Female Right Morning B 2019-01-08 13:42:19 57 818 1 1 un NA 1
soltro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 4 22 Male Right Morning A 2018-09-19 13:50:24 57 2001 -1 0 un NA 1
frunicio 22042 B NA NA NA NA NA NA NA 6.72 2.5 2 8 NA NA no 3 23 32 Female Right Morning B 2019-01-08 13:42:19 58 592 2 1 un novelword 3
gateri 22043 B NA NA NA NA NA NA NA 7.12 1.95 1 6 NA NA no 3 1 28 Male Right Morning B 2018-09-04 10:04:35 58 1200 2 1 un novelword 2
mefinga 11021 A meringa 1 2.668044485 7 7.02 1.95 1 6.73 2.4 1 7 middle 1 yes 3 16 24 Male Right Morning A 2018-11-15 10:03:56 58 1242 1 0 un novelword 3
suomio 12048 A NA NA NA NA NA NA NA 6.64 1.9 1 6 NA NA no 3 4 22 Male Right Morning A 2018-09-19 13:50:24 58 1292 1 0 un novelword 2
trofuo 21028 B trofeo 1 3.669489726 6 6.62 1.85 1 6.59 1.95 1 6 final 1 yes 3 11 25 Male Right Morning B 2018-11-02 13:41:00 58 760 2 1 un novelword 3
amensare NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 27 20 Female Right Morning B 2019-01-21 13:43:02 58 627 1 1 un NA 1
edevore NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 7 21 Male Right Morning B 2018-10-08 13:50:59 58 739 1 1 un NA 1
emmonse NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 58 801 1 1 un NA 1
granodo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 8 24 Female Right Morning A 2018-10-16 13:48:31 58 833 1 1 un NA 1
licarce NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 14 22 Female Right Morning A 2018-11-12 13:44:47 58 671 1 1 un NA 1
onguassi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 17 24 Male Right Morning B 2018-11-15 14:10:31 58 1254 2 0 un NA 1
taccalza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 58 1192 1 1 un NA 1
trandono NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 20 32 Female Right Morning A 2018-12-03 13:26:00 58 1130 1 1 un NA 1
verezza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 26 27 Female Right Morning A 2019-01-21 10:01:44 58 735 1 1 un NA 1
bomuparo 12033 A NA NA NA NA NA NA NA 6.76 2.95 2 8 NA NA no 3 4 22 Male Right Morning A 2018-09-19 13:50:24 59 1167 1 0 un novelword 3
bomuparo 12033 A NA NA NA NA NA NA NA 6.76 2.95 2 8 NA NA no 3 22 25 Male Right Morning A 2019-01-08 10:00:13 59 713 2 1 un novelword 3
bregge 21018 B gregge 1 3.392320354 6 6.71 1.85 1 6.7 1.9 1 6 initial 1 yes 3 23 32 Female Right Morning B 2019-01-08 13:42:19 59 579 2 1 un novelword 2
descovo 21030 B vescovo 1 3.754404315 7 6.78 1.95 1 6.8 1.95 1 7 initial 1 yes 3 27 20 Female Right Morning B 2019-01-21 13:43:02 59 568 2 1 un novelword 3
frunicio 22042 B NA NA NA NA NA NA NA 6.72 2.5 2 8 NA NA no 3 1 28 Male Right Morning B 2018-09-04 10:04:35 59 1128 2 1 un novelword 3
novaglia 21027 B tovaglia 1 3.026613802 8 6.83 2.25 1 6.8 2.55 1 8 initial 1 yes 3 17 24 Male Right Morning B 2018-11-15 14:10:31 59 1981 1 0 un novelword 3
selgicro 22046 B NA NA NA NA NA NA NA 6.74 3 3 8 NA NA no 3 11 25 Male Right Morning B 2018-11-02 13:41:00 59 1144 2 1 un novelword 3
spiaglia 21026 B spiaggia 1 4.475241145 8 6.79 1.8 1 6.85 1.95 1 8 final 1 yes 3 7 21 Male Right Morning B 2018-10-08 13:50:59 59 611 2 1 un novelword 2
caetto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 59 750 1 1 un NA 1
eggilmo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 20 32 Female Right Morning A 2018-12-03 13:26:00 59 455 1 1 un NA 1
fidessa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 16 24 Male Right Morning A 2018-11-15 10:03:56 59 995 2 0 un NA 1
ieggolio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 8 24 Female Right Morning A 2018-10-16 13:48:31 59 513 1 1 un NA 1
traspo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 14 22 Female Right Morning A 2018-11-12 13:44:47 59 1110 1 1 un NA 1
paugarla NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 26 27 Female Right Morning A 2019-01-21 10:01:44 59 863 1 1 un NA 1
algebba 11001 A algebra 0 3.120342156 7 6.71 2.45 1 6.51 2.75 1 7 final 1 yes 3 14 22 Female Right Morning A 2018-11-12 13:44:47 60 1692 1 0 un novelword 3
amulero 11003 A amuleto 1 3.319645514 7 6.79 2 1 6.91 2.2 1 7 final 1 yes 3 22 25 Male Right Morning A 2019-01-08 10:00:13 60 677 2 1 un novelword 3
facusta 22039 B NA NA NA NA NA NA NA 6.77 1.95 1 7 NA NA no 3 17 24 Male Right Morning B 2018-11-15 14:10:31 60 720 2 1 un novelword 3
nellula 11011 A cellula 1 3.621482 7 6.7 1.9 1 6.75 1.9 1 7 initial 1 yes 3 4 22 Male Right Morning A 2018-09-19 13:50:24 60 551 2 1 un novelword 3
scagro 12044 A NA NA NA NA NA NA NA 6.77 1.95 1 6 NA NA no 3 8 24 Female Right Morning A 2018-10-16 13:48:31 60 708 2 1 un novelword 3
vimitodi 22050 B NA NA NA NA NA NA NA 6.78 2.8 2 8 NA NA no 3 11 25 Male Right Morning B 2018-11-02 13:41:00 60 1087 2 1 un novelword 3
ingetto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 16 24 Male Right Morning A 2018-11-15 10:03:56 60 1111 2 0 un NA 1
mereedei NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 7 21 Male Right Morning B 2018-10-08 13:50:59 60 724 1 1 un NA 1
osciazuo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 20 32 Female Right Morning A 2018-12-03 13:26:00 60 1029 1 1 un NA 1
primolto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 60 775 2 0 un NA 1
quensia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 27 20 Female Right Morning B 2019-01-21 13:43:02 60 675 1 1 un NA 1
remebbo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 28 Male Right Morning B 2018-09-04 10:04:35 60 693 1 1 un NA 1
zioppi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 26 27 Female Right Morning A 2019-01-21 10:01:44 60 2001 -1 0 un NA 1
ioriaga NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 23 32 Female Right Morning B 2019-01-08 13:42:19 60 994 1 1 un NA 1
anguato 21001 B agguato 1 3.494119287 7 6.76 1.9 1 6.91 1.75 1 7 initial 1 yes 3 1 28 Male Right Morning B 2018-09-04 10:04:35 61 555 2 1 un novelword 2
ascuccio 11009 A astuccio 0 2.653321228 8 6.78 1.95 1 6.73 2.2 1 8 middle 1 yes 3 4 22 Male Right Morning A 2018-09-19 13:50:24 61 619 2 1 un novelword 3
grancile 12042 A NA NA NA NA NA NA NA 6.91 1.95 1 8 NA NA no 3 16 24 Male Right Morning A 2018-11-15 10:03:56 61 920 2 1 un novelword 2
omnesia 11002 A amnesia 1 3.488683741 7 6.9 1.85 1 6.87 2.15 1 7 initial 1 yes 3 20 32 Female Right Morning A 2018-12-03 13:26:00 61 576 2 1 un novelword 3
tariffu 21005 B tariffa 1 3.416232512 7 6.91 2.2 1 6.9 2.7 1 7 final 1 yes 3 17 24 Male Right Morning B 2018-11-15 14:10:31 61 706 2 1 un novelword 3
unguria 11006 A anguria 1 2.946798086 7 6.94 1.95 1 6.8 2.1 1 7 initial 1 yes 3 14 22 Female Right Morning A 2018-11-12 13:44:47 61 753 2 1 un novelword 3
cappia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 11 25 Male Right Morning B 2018-11-02 13:41:00 61 840 1 1 un NA 1
cappia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 23 32 Female Right Morning B 2019-01-08 13:42:19 61 1336 1 1 un NA 1
licala NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 27 20 Female Right Morning B 2019-01-21 13:43:02 61 821 2 0 un NA 1
nizicolo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 26 27 Female Right Morning A 2019-01-21 10:01:44 61 628 1 1 un NA 1
olloraro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 7 21 Male Right Morning B 2018-10-08 13:50:59 61 563 1 1 un NA 1
partige NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 61 1592 2 0 un NA 1
stiandei NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 8 24 Female Right Morning A 2018-10-16 13:48:31 61 492 1 1 un NA 1
tripro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 61 840 1 1 un NA 1
anguato 21001 B agguato 1 3.494119287 7 6.76 1.9 1 6.91 1.75 1 7 initial 1 yes 3 17 24 Male Right Morning B 2018-11-15 14:10:31 62 663 2 1 un novelword 2
apostomo 11008 A apostolo 1 2.715968037 8 6.85 2 1 6.84 2.55 1 8 final 1 yes 3 16 24 Male Right Morning A 2018-11-15 10:03:56 62 1311 1 0 un novelword 3
friborre 22041 B NA NA NA NA NA NA NA 6.83 2.8 2 8 NA NA no 3 27 20 Female Right Morning B 2019-01-21 13:43:02 62 658 2 1 un novelword 3
inguento 11029 A unguento 1 2.958079096 8 6.78 2.6 1 6.89 1.95 1 8 initial 1 yes 3 26 27 Female Right Morning A 2019-01-21 10:01:44 62 498 2 1 un novelword 3
scapippo 12045 A NA NA NA NA NA NA NA 6.65 2.75 2 8 NA NA no 3 8 24 Female Right Morning A 2018-10-16 13:48:31 62 596 2 1 un novelword 3
spitana 12047 A NA NA NA NA NA NA NA 6.93 1.95 1 7 NA NA no 3 14 22 Female Right Morning A 2018-11-12 13:44:47 62 701 2 1 un novelword 3
finielu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 62 891 1 1 un NA 1
iticomi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 28 Male Right Morning B 2018-09-04 10:04:35 62 655 1 1 un NA 1
libosi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 4 22 Male Right Morning A 2018-09-19 13:50:24 62 1421 1 1 un NA 1
quanvo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 7 21 Male Right Morning B 2018-10-08 13:50:59 62 597 2 0 un NA 1
tanvato NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 11 25 Male Right Morning B 2018-11-02 13:41:00 62 950 1 1 un NA 1
assema NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 62 1484 1 1 un NA 1
scomenu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 20 32 Female Right Morning A 2018-12-03 13:26:00 62 988 1 1 un NA 1
sbutati NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 23 32 Female Right Morning B 2019-01-08 13:42:19 62 1012 1 1 un NA 1
buensi 22035 B NA NA NA NA NA NA NA 6.71 1.95 1 6 NA NA no 3 7 21 Male Right Morning B 2018-10-08 13:50:59 63 489 2 1 un novelword 3
catalle 12035 A NA NA NA NA NA NA NA 6.98 1.95 1 7 NA NA no 3 4 22 Male Right Morning A 2018-09-19 13:50:24 63 1757 2 1 un novelword 2
facusta 22039 B NA NA NA NA NA NA NA 6.77 1.95 1 7 NA NA no 3 27 20 Female Right Morning B 2019-01-21 13:43:02 63 594 2 1 un novelword 3
sentesto 12046 A NA NA NA NA NA NA NA 7.01 2 2 8 NA NA no 3 14 22 Female Right Morning A 2018-11-12 13:44:47 63 1233 1 0 un novelword 2
tartubo 11028 A tartufo 1 3.051261237 7 6.81 2.25 1 6.81 2.35 1 7 final 1 yes 3 20 32 Female Right Morning A 2018-12-03 13:26:00 63 971 2 1 un novelword 2
cossof NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 8 24 Female Right Morning A 2018-10-16 13:48:31 63 551 1 1 un NA 1
escipa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 28 Male Right Morning B 2018-09-04 10:04:35 63 707 1 1 un NA 1
frutirie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 63 1268 1 1 un NA 1
iameni NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 63 1246 2 0 un NA 1
lunlti NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 26 27 Female Right Morning A 2019-01-21 10:01:44 63 731 1 1 un NA 1
quellasi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 23 32 Female Right Morning B 2019-01-08 13:42:19 63 712 1 1 un NA 1
uttuto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 11 25 Male Right Morning B 2018-11-02 13:41:00 63 1067 2 0 un NA 1
siglisci NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 16 24 Male Right Morning A 2018-11-15 10:03:56 63 846 2 0 un NA 1
ugnonfu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 17 24 Male Right Morning B 2018-11-15 14:10:31 63 1621 2 0 un NA 1
anguato 21001 B agguato 1 3.494119287 7 6.76 1.9 1 6.91 1.75 1 7 initial 1 yes 3 7 21 Male Right Morning B 2018-10-08 13:50:59 64 767 2 1 un novelword 3
edicota 21013 B edicola 1 3.000482945 7 6.89 2 1 6.9 2.3 1 7 final 1 yes 3 11 25 Male Right Morning B 2018-11-02 13:41:00 64 837 2 1 un novelword 3
gadodo 12041 A NA NA NA NA NA NA NA 6.61 2 2 6 NA NA no 3 8 24 Female Right Morning A 2018-10-16 13:48:31 64 1193 1 0 un novelword 3
tartubo 11028 A tartufo 1 3.051261237 7 6.81 2.25 1 6.81 2.35 1 7 final 1 yes 3 20 32 Female Right Morning A 2018-12-03 13:26:00 64 431 2 1 un novelword 3
telica 22049 B NA NA NA NA NA NA NA 7 1.7 1 6 NA NA no 3 27 20 Female Right Morning B 2019-01-21 13:43:02 64 646 2 1 un novelword 2
vimitodi 22050 B NA NA NA NA NA NA NA 6.78 2.8 2 8 NA NA no 3 1 28 Male Right Morning B 2018-09-04 10:04:35 64 686 2 1 un novelword 3
vimitodi 22050 B NA NA NA NA NA NA NA 6.78 2.8 2 8 NA NA no 3 3 25 Female Right Morning B 2018-09-19 09:54:40 64 953 2 1 un novelword 2
cedira NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 4 22 Male Right Morning A 2018-09-19 13:50:24 64 2001 -1 0 un NA 1
chiento NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 23 32 Female Right Morning B 2019-01-08 13:42:19 64 1130 1 1 un NA 1
einvele NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 17 24 Male Right Morning B 2018-11-15 14:10:31 64 971 1 1 un NA 1
fiogira NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 64 1041 1 1 un NA 1
liamenno NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 14 22 Female Right Morning A 2018-11-12 13:44:47 64 893 1 1 un NA 1
strindi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 16 24 Male Right Morning A 2018-11-15 10:03:56 64 718 2 0 un NA 1
volommo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 26 27 Female Right Morning A 2019-01-21 10:01:44 64 1051 1 1 un NA 1
frilmodo 12039 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 3 14 22 Female Right Morning A 2018-11-12 13:44:47 65 837 1 0 un novelword 3
garsupio 21020 B marsupio 1 2.954351224 8 6.77 2.55 1 6.73 2.75 1 8 initial 1 yes 3 11 25 Male Right Morning B 2018-11-02 13:41:00 65 1008 2 1 un novelword 3
telica 22049 B NA NA NA NA NA NA NA 7 1.7 1 6 NA NA no 3 27 20 Female Right Morning B 2019-01-21 13:43:02 65 582 2 1 un novelword 3
amestapo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 7 21 Male Right Morning B 2018-10-08 13:50:59 65 621 1 1 un NA 1
amiora NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 4 22 Male Right Morning A 2018-09-19 13:50:24 65 1723 1 1 un NA 1
creparlo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 16 24 Male Right Morning A 2018-11-15 10:03:56 65 1971 1 1 un NA 1
ginidi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 20 32 Female Right Morning A 2018-12-03 13:26:00 65 539 1 1 un NA 1
insapera NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 23 32 Female Right Morning B 2019-01-08 13:42:19 65 692 2 0 un NA 1
itichie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 65 1260 2 0 un NA 1
mindie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 8 24 Female Right Morning A 2018-10-16 13:48:31 65 576 1 1 un NA 1
nevacco NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 28 Male Right Morning B 2018-09-04 10:04:35 65 702 2 0 un NA 1
pafustra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 26 27 Female Right Morning A 2019-01-21 10:01:44 65 1027 2 0 un NA 1
urassi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 17 24 Male Right Morning B 2018-11-15 14:10:31 65 1407 1 1 un NA 1
premire NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 65 1853 1 1 un NA 1
anguato 21001 B agguato 1 3.494119287 7 6.76 1.9 1 6.91 1.75 1 7 initial 1 yes 3 17 24 Male Right Morning B 2018-11-15 14:10:31 66 943 2 1 un novelword 3
antensa 11007 A antenna 1 3.425187354 7 7.02 1.95 1 7.01 1.9 1 7 final 1 yes 3 20 32 Female Right Morning A 2018-12-03 13:26:00 66 1521 2 1 un novelword 3
antensa 11007 A antenna 1 3.425187354 7 7.02 1.95 1 7.01 1.9 1 7 final 1 yes 3 16 24 Male Right Morning A 2018-11-15 10:03:56 66 1651 1 0 un novelword 3
catalle 12035 A NA NA NA NA NA NA NA 6.98 1.95 1 7 NA NA no 3 4 22 Male Right Morning A 2018-09-19 13:50:24 66 836 2 1 un novelword 3
enalogia 21002 B analogia 1 3.010467166 8 6.93 2.05 1 6.9 2.15 1 8 initial 1 yes 3 1 28 Male Right Morning B 2018-09-04 10:04:35 66 759 2 1 un novelword 3
pievra 21025 B piovra 1 2.764954498 6 6.75 1.85 1 6.72 1.8 1 6 middle 1 yes 3 23 32 Female Right Morning B 2019-01-08 13:42:19 66 631 2 1 un novelword 2
sentesto 12046 A NA NA NA NA NA NA NA 7.01 2 2 8 NA NA no 3 14 22 Female Right Morning A 2018-11-12 13:44:47 66 1028 2 1 un novelword 3
spiaglia 21026 B spiaggia 1 4.475241145 8 6.79 1.8 1 6.85 1.95 1 8 final 1 yes 3 7 21 Male Right Morning B 2018-10-08 13:50:59 66 611 2 1 un novelword 3
tullordi 12050 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 3 26 27 Female Right Morning A 2019-01-21 10:01:44 66 582 2 1 un novelword 3
annosepi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 66 990 1 1 un NA 1
iamiapo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 66 848 1 1 un NA 1
idiarla NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 11 25 Male Right Morning B 2018-11-02 13:41:00 66 1245 1 1 un NA 1
ifrebro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 8 24 Female Right Morning A 2018-10-16 13:48:31 66 523 1 1 un NA 1
reccano NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 27 20 Female Right Morning B 2019-01-21 13:43:02 66 621 1 1 un NA 1
commegia 11014 A commedia 1 3.880232089 8 6.83 2.15 1 6.8 2.45 1 8 middle 1 yes 3 20 32 Female Right Morning A 2018-12-03 13:26:00 67 619 1 0 un novelword 2
gabassia 21016 B galassia 1 3.907760953 8 6.91 2.3 1 6.81 2.5 1 8 middle 1 yes 3 23 32 Female Right Morning B 2019-01-08 13:42:19 67 741 2 1 un novelword 3
inguento 11029 A unguento 1 2.958079096 8 6.78 2.6 1 6.89 1.95 1 8 initial 1 yes 3 16 24 Male Right Morning A 2018-11-15 10:03:56 67 853 2 1 un novelword 3
ombelizo 21022 B ombelico 1 3.280828341 8 6.83 2.5 1 6.64 2.75 1 8 final 1 yes 3 11 25 Male Right Morning B 2018-11-02 13:41:00 67 1086 2 1 un novelword 3
selgicro 22046 B NA NA NA NA NA NA NA 6.74 3 3 8 NA NA no 3 7 21 Male Right Morning B 2018-10-08 13:50:59 67 925 1 0 un novelword 3
trofuo 21028 B trofeo 1 3.669489726 6 6.62 1.85 1 6.59 1.95 1 6 final 1 yes 3 17 24 Male Right Morning B 2018-11-15 14:10:31 67 2001 -1 0 un novelword 2
edisba NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 22 25 Male Right Morning A 2019-01-08 10:00:13 67 1364 1 1 un NA 1
laccuia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 25 Female Right Morning B 2018-09-19 09:54:40 67 1099 2 0 un NA 1
zandre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 28 Male Right Morning B 2018-09-04 10:04:35 67 539 1 1 un NA 1
zimelsi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 14 22 Female Right Morning A 2018-11-12 13:44:47 67 780 1 1 un NA 1
cidezo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 8 24 Female Right Morning A 2018-10-16 13:48:31 67 727 1 1 un NA 1
iamocca NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 26 27 Female Right Morning A 2019-01-21 10:01:44 67 702 2 0 un NA 1
noscre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 27 20 Female Right Morning B 2019-01-21 13:43:02 67 635 1 1 un NA 1
permagio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 4 22 Male Right Morning A 2018-09-19 13:50:24 67 1584 1 1 un NA 1
anguato 21001 B agguato 1 3.494119287 7 6.76 1.9 1 6.91 1.75 1 7 initial 1 yes 3 11 25 Male Right Morning B 2018-11-02 13:41:00 68 1068 2 1 un novelword 3
ettinita 22038 B NA NA NA NA NA NA NA 6.97 2.55 2 8 NA NA no 3 27 20 Female Right Morning B 2019-01-21 13:43:02 68 716 2 1 un novelword 3
gateri 22043 B NA NA NA NA NA NA NA 7.12 1.95 1 6 NA NA no 3 1 28 Male Right Morning B 2018-09-04 10:04:35 68 693 2 1 un novelword 3
