Word Trial.ID list wordNeighbour N zipf.wordNeighbour len.wordNeighbour bigram.zipf.wordNeighbour old20.wordNeighbour old1.wordNeighbour bigram.zipf.novelWord old20.novelWord old1.novelWord len.novelWord pos_deviation levDistToWordNeigh baseWord Blocco Subject Age Gender Handedness Session List Data OraStart TrialCount rt Resp Acc learning lexicality Index
omsboca NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 23 32 Female Right Morning B 2019-01-08 13:42:19 23 470 1 1 un NA 1
ortora NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 23 734 2 0 un NA 1
prebba NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 8 24 Female Right Morning A 2018-10-16 13:48:31 23 653 1 1 un NA 1
spisto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 4 22 Male Right Morning A 2018-09-19 13:50:24 23 956 1 1 un NA 1
avanvei NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 23 1287 2 0 un NA 1
tappenia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 22 25 Male Right Morning A 2019-01-08 10:00:13 23 645 1 1 un NA 1
osbrica 11023 A ostrica 0 2.942971678 7 6.98 1.95 1 6.86 2.2 1 7 middle 1 yes 15 22 25 Male Right Morning A 2019-01-08 10:00:13 24 659 2 1 un novelword 7
osbrica 11023 A ostrica 0 2.942971678 7 6.98 1.95 1 6.86 2.2 1 7 middle 1 yes 15 4 22 Male Right Morning A 2018-09-19 13:50:24 24 624 2 1 un novelword 8
adrovi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 8 24 Female Right Morning A 2018-10-16 13:48:31 24 434 1 1 un NA 1
atorti NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 24 1755 2 0 un NA 1
brazza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 23 32 Female Right Morning B 2019-01-08 13:42:19 24 426 1 1 un NA 1
cenfosia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 27 20 Female Right Morning B 2019-01-21 13:43:02 24 697 1 1 un NA 1
essaroi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 26 27 Female Right Morning A 2019-01-21 10:01:44 24 780 1 1 un NA 1
nipaiupo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 20 32 Female Right Morning A 2018-12-03 13:26:00 24 514 1 1 un NA 1
omsboca NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 11 25 Male Right Morning B 2018-11-02 13:41:00 24 680 1 1 un NA 1
ortienpo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 14 22 Female Right Morning A 2018-11-12 13:44:47 24 858 1 1 un NA 1
retilgo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 1 28 Male Right Morning B 2018-09-04 10:04:35 24 690 1 1 un NA 1
ugienvi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 16 24 Male Right Morning A 2018-11-15 10:03:56 24 681 1 1 un NA 1
verezza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 24 801 1 1 un NA 1
ciavaga NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 24 779 2 0 un NA 1
cortario 22037 B NA NA NA NA NA NA NA 7.03 1.85 1 8 NA NA no 15 3 25 Female Right Morning B 2018-09-19 09:54:40 25 527 2 1 un novelword 8
novaglia 21027 B tovaglia 1 3.026613802 8 6.83 2.25 1 6.8 2.55 1 8 initial 1 yes 15 11 25 Male Right Morning B 2018-11-02 13:41:00 25 502 2 1 un novelword 9
rassoio 11030 A vassoio 0 3.540200757 7 6.75 1.95 1 6.86 1.85 1 7 initial 1 yes 15 26 27 Female Right Morning A 2019-01-21 10:01:44 25 529 2 1 un novelword 8
suteni 22048 B NA NA NA NA NA NA NA 6.88 1.9 1 6 NA NA no 15 23 32 Female Right Morning B 2019-01-08 13:42:19 25 432 1 0 un novelword 9
andage NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 27 20 Female Right Morning B 2019-01-21 13:43:02 25 544 1 1 un NA 1
apichi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 1 28 Male Right Morning B 2018-09-04 10:04:35 25 508 1 1 un NA 1
attima NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 4 22 Male Right Morning A 2018-09-19 13:50:24 25 720 1 1 un NA 1
avolasi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 25 605 1 1 un NA 1
chiaccio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 20 32 Female Right Morning A 2018-12-03 13:26:00 25 846 1 1 un NA 1
filialpe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 16 24 Male Right Morning A 2018-11-15 10:03:56 25 917 1 1 un NA 1
obuciaro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 8 24 Female Right Morning A 2018-10-16 13:48:31 25 444 1 1 un NA 1
osboluo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 14 22 Female Right Morning A 2018-11-12 13:44:47 25 732 1 1 un NA 1
rizialo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 22 25 Male Right Morning A 2019-01-08 10:00:13 25 548 1 1 un NA 1
solpio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 25 700 1 1 un NA 1
buscio 11020 A guscio 1 3.558279151 6 6.7 1.8 1 6.69 1.75 1 6 initial 1 yes 15 14 22 Female Right Morning A 2018-11-12 13:44:47 26 920 1 0 un novelword 7
ciconna 21010 B cicogna 1 2.675223069 7 6.82 1.95 1 6.93 2.25 1 7 middle 1 yes 15 27 20 Female Right Morning B 2019-01-21 13:43:02 26 554 2 1 un novelword 8
commegia 11014 A commedia 1 3.880232089 8 6.83 2.15 1 6.8 2.45 1 8 middle 1 yes 15 26 27 Female Right Morning A 2019-01-21 10:01:44 26 603 2 1 un novelword 8
fomirto 12038 A NA NA NA NA NA NA NA 6.73 2.45 2 7 NA NA no 15 22 25 Male Right Morning A 2019-01-08 10:00:13 26 582 2 1 un novelword 8
mastenza 12043 A NA NA NA NA NA NA NA 6.9 2.25 2 8 NA NA no 15 4 22 Male Right Morning A 2018-09-19 13:50:24 26 605 2 1 un novelword 8
omnesia 11002 A amnesia 1 3.488683741 7 6.9 1.85 1 6.87 2.15 1 7 initial 1 yes 15 20 32 Female Right Morning A 2018-12-03 13:26:00 26 797 2 1 un novelword 7
scatra 22045 B NA NA NA NA NA NA NA 7 1.6 1 6 NA NA no 15 3 25 Female Right Morning B 2018-09-19 09:54:40 26 541 2 1 un novelword 8
tullordi 12050 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 15 8 24 Female Right Morning A 2018-10-16 13:48:31 26 473 2 1 un novelword 9
elitago NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 16 24 Male Right Morning A 2018-11-15 10:03:56 26 549 1 1 un NA 1
ereddi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 26 714 1 1 un NA 1
futirte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 1 28 Male Right Morning B 2018-09-04 10:04:35 26 690 1 1 un NA 1
quarfu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 23 32 Female Right Morning B 2019-01-08 13:42:19 26 556 1 1 un NA 1
sezuio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 26 654 1 1 un NA 1
coproge NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 11 25 Male Right Morning B 2018-11-02 13:41:00 26 744 1 1 un NA 1
autinno 11027 A autunno 1 3.904833584 7 6.53 1.75 1 6.35 2.45 1 7 final 1 yes 15 22 25 Male Right Morning A 2019-01-08 10:00:13 27 514 2 1 un novelword 8
corazia 11015 A corazza 1 3.112609706 7 6.85 1.9 1 6.95 1.9 1 7 final 1 yes 15 16 24 Male Right Morning A 2018-11-15 10:03:56 27 1444 1 0 un novelword 7
facusta 22039 B NA NA NA NA NA NA NA 6.77 1.95 1 7 NA NA no 15 1 28 Male Right Morning B 2018-09-04 10:04:35 27 521 2 1 un novelword 8
facusta 22039 B NA NA NA NA NA NA NA 6.77 1.95 1 7 NA NA no 15 23 32 Female Right Morning B 2019-01-08 13:42:19 27 486 2 1 un novelword 8
gabassia 21016 B galassia 1 3.907760953 8 6.91 2.3 1 6.81 2.5 1 8 middle 1 yes 15 27 20 Female Right Morning B 2019-01-21 13:43:02 27 536 2 1 un novelword 8
edettile NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 27 860 1 1 un NA 1
edevra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 26 27 Female Right Morning A 2019-01-21 10:01:44 27 1021 1 1 un NA 1
futirte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 27 1173 1 1 un NA 1
liamenno NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 20 32 Female Right Morning A 2018-12-03 13:26:00 27 482 1 1 un NA 1
peccafa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 8 24 Female Right Morning A 2018-10-16 13:48:31 27 559 1 1 un NA 1
ravoglio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 4 22 Male Right Morning A 2018-09-19 13:50:24 27 660 1 1 un NA 1
renvoie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 11 25 Male Right Morning B 2018-11-02 13:41:00 27 705 1 1 un NA 1
uoltofu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 27 531 1 1 un NA 1
verche NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 14 22 Female Right Morning A 2018-11-12 13:44:47 27 673 1 1 un NA 1
bandicci 22033 B NA NA NA NA NA NA NA 6.9 1.9 1 8 NA NA no 15 27 20 Female Right Morning B 2019-01-21 13:43:02 28 673 1 0 un novelword 7
cafugno 22036 B NA NA NA NA NA NA NA 6.56 2.75 2 7 NA NA no 15 17 24 Male Right Morning B 2018-11-15 14:10:31 28 646 2 1 un novelword 8
commegia 11014 A commedia 1 3.880232089 8 6.83 2.15 1 6.8 2.45 1 8 middle 1 yes 15 8 24 Female Right Morning A 2018-10-16 13:48:31 28 554 2 1 un novelword 7
descovo 21030 B vescovo 1 3.754404315 7 6.78 1.95 1 6.8 1.95 1 7 initial 1 yes 15 23 32 Female Right Morning B 2019-01-08 13:42:19 28 446 2 1 un novelword 8
grancile 12042 A NA NA NA NA NA NA NA 6.91 1.95 1 8 NA NA no 15 26 27 Female Right Morning A 2019-01-21 10:01:44 28 1374 1 0 un novelword 7
grancile 12042 A NA NA NA NA NA NA NA 6.91 1.95 1 8 NA NA no 15 20 32 Female Right Morning A 2018-12-03 13:26:00 28 498 2 1 un novelword 8
spriage 22047 B NA NA NA NA NA NA NA 6.84 2 2 7 NA NA no 15 1 28 Male Right Morning B 2018-09-04 10:04:35 28 566 2 1 un novelword 8
vimitodi 22050 B NA NA NA NA NA NA NA 6.78 2.8 2 8 NA NA no 15 11 25 Male Right Morning B 2018-11-02 13:41:00 28 587 2 1 un novelword 8
aldrima NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 14 22 Female Right Morning A 2018-11-12 13:44:47 28 712 1 1 un NA 1
andego NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 28 757 1 1 un NA 1
escipa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 22 25 Male Right Morning A 2019-01-08 10:00:13 28 601 1 1 un NA 1
isolasbi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 4 22 Male Right Morning A 2018-09-19 13:50:24 28 427 1 1 un NA 1
onatamo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 28 738 1 1 un NA 1
fiscuge NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 16 24 Male Right Morning A 2018-11-15 10:03:56 28 952 1 1 un NA 1
autinno 11027 A autunno 1 3.904833584 7 6.53 1.75 1 6.35 2.45 1 7 final 1 yes 15 20 32 Female Right Morning A 2018-12-03 13:26:00 29 707 2 1 un novelword 7
bandicci 22033 B NA NA NA NA NA NA NA 6.9 1.9 1 8 NA NA no 15 27 20 Female Right Morning B 2019-01-21 13:43:02 29 326 2 1 un novelword 8
bosigene 22034 B NA NA NA NA NA NA NA 6.8 2.85 2 8 NA NA no 15 23 32 Female Right Morning B 2019-01-08 13:42:19 29 648 1 0 un novelword 7
difupo 11016 A dirupo 1 2.894214608 6 6.57 1.95 1 6.46 2.05 1 6 middle 1 yes 15 4 22 Male Right Morning A 2018-09-19 13:50:24 29 689 2 1 un novelword 8
ombelizo 21022 B ombelico 1 3.280828341 8 6.83 2.5 1 6.64 2.75 1 8 final 1 yes 15 17 24 Male Right Morning B 2018-11-15 14:10:31 29 495 2 1 un novelword 8
osbrica 11023 A ostrica 0 2.942971678 7 6.98 1.95 1 6.86 2.2 1 7 middle 1 yes 15 26 27 Female Right Morning A 2019-01-21 10:01:44 29 504 2 1 un novelword 8
osbrica 11023 A ostrica 0 2.942971678 7 6.98 1.95 1 6.86 2.2 1 7 middle 1 yes 15 22 25 Male Right Morning A 2019-01-08 10:00:13 29 572 2 1 un novelword 8
telica 22049 B NA NA NA NA NA NA NA 7 1.7 1 6 NA NA no 15 11 25 Male Right Morning B 2018-11-02 13:41:00 29 954 2 1 un novelword 7
itichio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 29 640 1 1 un NA 1
nonosu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 14 22 Female Right Morning A 2018-11-12 13:44:47 29 707 1 1 un NA 1
rarchio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 16 24 Male Right Morning A 2018-11-15 10:03:56 29 778 1 1 un NA 1
renvoie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 1 28 Male Right Morning B 2018-09-04 10:04:35 29 575 1 1 un NA 1
paziti NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 29 684 1 1 un NA 1
ratonve NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 8 24 Female Right Morning A 2018-10-16 13:48:31 29 405 1 1 un NA 1
anguato 21001 B agguato 1 3.494119287 7 6.76 1.9 1 6.91 1.75 1 7 initial 1 yes 15 23 32 Female Right Morning B 2019-01-08 13:42:19 30 679 1 0 un novelword 7
difupo 11016 A dirupo 1 2.894214608 6 6.57 1.95 1 6.46 2.05 1 6 middle 1 yes 15 4 22 Male Right Morning A 2018-09-19 13:50:24 30 782 2 1 un novelword 9
gabassia 21016 B galassia 1 3.907760953 8 6.91 2.3 1 6.81 2.5 1 8 middle 1 yes 15 27 20 Female Right Morning B 2019-01-21 13:43:02 30 464 2 1 un novelword 9
omnesia 11002 A amnesia 1 3.488683741 7 6.9 1.85 1 6.87 2.15 1 7 initial 1 yes 15 22 25 Male Right Morning A 2019-01-08 10:00:13 30 595 2 1 un novelword 8
omnesia 11002 A amnesia 1 3.488683741 7 6.9 1.85 1 6.87 2.15 1 7 initial 1 yes 15 20 32 Female Right Morning A 2018-12-03 13:26:00 30 486 2 1 un novelword 8
pievra 21025 B piovra 1 2.764954498 6 6.75 1.85 1 6.72 1.8 1 6 middle 1 yes 15 11 25 Male Right Morning B 2018-11-02 13:41:00 30 532 2 1 un novelword 7
amogio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 30 502 2 0 un NA 1
cappia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 16 24 Male Right Morning A 2018-11-15 10:03:56 30 1142 1 1 un NA 1
dalego NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 8 24 Female Right Morning A 2018-10-16 13:48:31 30 533 1 1 un NA 1
giarte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 26 27 Female Right Morning A 2019-01-21 10:01:44 30 685 1 1 un NA 1
narmento NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 30 584 1 1 un NA 1
nermani NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 1 28 Male Right Morning B 2018-09-04 10:04:35 30 593 1 1 un NA 1
ovvene NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 30 631 1 1 un NA 1
cosighe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 14 22 Female Right Morning A 2018-11-12 13:44:47 30 775 1 1 un NA 1
aseddoto 11004 A aneddoto 1 3.010467166 8 6.85 2.65 1 6.75 2.8 1 8 initial 1 yes 15 14 22 Female Right Morning A 2018-11-12 13:44:47 31 669 2 1 un novelword 8
equatoce 21014 B equatore 0 2.702806591 8 6.89 2.55 1 6.74 2.9 1 8 final 1 yes 15 23 32 Female Right Morning B 2019-01-08 13:42:19 31 455 2 1 un novelword 8
frilmodo 12039 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 15 4 22 Male Right Morning A 2018-09-19 13:50:24 31 598 2 1 un novelword 8
gateri 22043 B NA NA NA NA NA NA NA 7.12 1.95 1 6 NA NA no 15 7 21 Male Right Morning B 2018-10-08 13:50:59 31 778 2 1 un novelword 8
mastenza 12043 A NA NA NA NA NA NA NA 6.9 2.25 2 8 NA NA no 15 8 24 Female Right Morning A 2018-10-16 13:48:31 31 464 2 1 un novelword 8
menpola 21021 B mensola 1 3.085792887 7 6.85 1.95 1 6.74 1.9 1 7 middle 1 yes 15 11 25 Male Right Morning B 2018-11-02 13:41:00 31 572 2 1 un novelword 8
atildo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 22 25 Male Right Morning A 2019-01-08 10:00:13 31 708 1 1 un NA 1
bilefo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 31 593 1 1 un NA 1
fuonte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 27 20 Female Right Morning B 2019-01-21 13:43:02 31 565 1 1 un NA 1
ideredia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 16 24 Male Right Morning A 2018-11-15 10:03:56 31 843 1 1 un NA 1
invimmi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 31 813 2 0 un NA 1
nurteli NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 26 27 Female Right Morning A 2019-01-21 10:01:44 31 683 1 1 un NA 1
sigato NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 1 28 Male Right Morning B 2018-09-04 10:04:35 31 1059 1 1 un NA 1
irucce NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 20 32 Female Right Morning A 2018-12-03 13:26:00 31 487 1 1 un NA 1
aseddoto 11004 A aneddoto 1 3.010467166 8 6.85 2.65 1 6.75 2.8 1 8 initial 1 yes 15 16 24 Male Right Morning A 2018-11-15 10:03:56 32 1887 2 1 un novelword 7
corazia 11015 A corazza 1 3.112609706 7 6.85 1.9 1 6.95 1.9 1 7 final 1 yes 15 22 25 Male Right Morning A 2019-01-08 10:00:13 32 540 2 1 un novelword 8
friborre 22041 B NA NA NA NA NA NA NA 6.83 2.8 2 8 NA NA no 15 3 25 Female Right Morning B 2018-09-19 09:54:40 32 657 2 1 un novelword 8
andage NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 4 22 Male Right Morning A 2018-09-19 13:50:24 32 524 1 1 un NA 1
gnorodo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 8 24 Female Right Morning A 2018-10-16 13:48:31 32 469 1 1 un NA 1
mastode NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 27 20 Female Right Morning B 2019-01-21 13:43:02 32 730 1 1 un NA 1
postorza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 1 28 Male Right Morning B 2018-09-04 10:04:35 32 561 1 1 un NA 1
prisso NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 32 880 1 1 un NA 1
sperredi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 32 775 1 1 un NA 1
spisto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 11 25 Male Right Morning B 2018-11-02 13:41:00 32 714 1 1 un NA 1
oratocci NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 26 27 Female Right Morning A 2019-01-21 10:01:44 32 678 1 1 un NA 1
sbaceze NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 14 22 Female Right Morning A 2018-11-12 13:44:47 32 616 1 1 un NA 1
uccezio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 20 32 Female Right Morning A 2018-12-03 13:26:00 32 481 1 1 un NA 1
iffunzi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 23 32 Female Right Morning B 2019-01-08 13:42:19 32 506 1 1 un NA 1
aseddoto 11004 A aneddoto 1 3.010467166 8 6.85 2.65 1 6.75 2.8 1 8 initial 1 yes 15 16 24 Male Right Morning A 2018-11-15 10:03:56 33 530 2 1 un novelword 8
aseddoto 11004 A aneddoto 1 3.010467166 8 6.85 2.65 1 6.75 2.8 1 8 initial 1 yes 15 20 32 Female Right Morning A 2018-12-03 13:26:00 33 581 2 1 un novelword 8
ettodria 12036 A NA NA NA NA NA NA NA 6.9 2.85 2 8 NA NA no 15 26 27 Female Right Morning A 2019-01-21 10:01:44 33 445 2 1 un novelword 9
mastenza 12043 A NA NA NA NA NA NA NA 6.9 2.25 2 8 NA NA no 15 8 24 Female Right Morning A 2018-10-16 13:48:31 33 468 2 1 un novelword 9
melirio 21011 B delirio 1 3.441343232 7 6.92 1.85 1 6.92 1.95 1 7 initial 1 yes 15 1 28 Male Right Morning B 2018-09-04 10:04:35 33 769 2 1 un novelword 7
ascidagi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 27 20 Female Right Morning B 2019-01-21 13:43:02 33 608 1 1 un NA 1
binficia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 33 648 1 1 un NA 1
ettasi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 11 25 Male Right Morning B 2018-11-02 13:41:00 33 1060 1 1 un NA 1
finanva NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 4 22 Male Right Morning A 2018-09-19 13:50:24 33 685 2 0 un NA 1
libengi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 14 22 Female Right Morning A 2018-11-12 13:44:47 33 554 1 1 un NA 1
onziente NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 23 32 Female Right Morning B 2019-01-08 13:42:19 33 620 1 1 un NA 1
partige NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 7 21 Male Right Morning B 2018-10-08 13:50:59 33 749 1 1 un NA 1
staifu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 17 24 Male Right Morning B 2018-11-15 14:10:31 33 804 1 1 un NA 1
giutia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 22 25 Male Right Morning A 2019-01-08 10:00:13 33 583 1 1 un NA 1
aseddoto 11004 A aneddoto 1 3.010467166 8 6.85 2.65 1 6.75 2.8 1 8 initial 1 yes 15 14 22 Female Right Morning A 2018-11-12 13:44:47 34 545 2 1 un novelword 9
dofile 21012 B docile 1 2.965440196 6 6.79 1.85 1 6.67 1.95 1 6 middle 1 yes 15 23 32 Female Right Morning B 2019-01-08 13:42:19 34 707 1 0 un novelword 8
grancile 12042 A NA NA NA NA NA NA NA 6.91 1.95 1 8 NA NA no 15 26 27 Female Right Morning A 2019-01-21 10:01:44 34 524 2 1 un novelword 8
omnesia 11002 A amnesia 1 3.488683741 7 6.9 1.85 1 6.87 2.15 1 7 initial 1 yes 15 20 32 Female Right Morning A 2018-12-03 13:26:00 34 426 2 1 un novelword 9
spiaglia 21026 B spiaggia 1 4.475241145 8 6.79 1.8 1 6.85 1.95 1 8 final 1 yes 15 17 24 Male Right Morning B 2018-11-15 14:10:31 34 639 2 1 un novelword 8
suteni 22048 B NA NA NA NA NA NA NA 6.88 1.9 1 6 NA NA no 15 7 21 Male Right Morning B 2018-10-08 13:50:59 34 679 2 1 un novelword 8
atildo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 27 20 Female Right Morning B 2019-01-21 13:43:02 34 569 1 1 un NA 1
cartra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 1 28 Male Right Morning B 2018-09-04 10:04:35 34 554 1 1 un NA 1
cattine NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 4 22 Male Right Morning A 2018-09-19 13:50:24 34 1205 1 1 un NA 1
mascuge NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 11 25 Male Right Morning B 2018-11-02 13:41:00 34 724 1 1 un NA 1
seggia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 3 25 Female Right Morning B 2018-09-19 09:54:40 34 605 1 1 un NA 1
unallo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 8 24 Female Right Morning A 2018-10-16 13:48:31 34 526 1 1 un NA 1
peganta NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 22 25 Male Right Morning A 2019-01-08 10:00:13 34 794 1 1 un NA 1
tattonu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 16 24 Male Right Morning A 2018-11-15 10:03:56 34 823 1 1 un NA 1
ascuccio 11009 A astuccio 0 2.653321228 8 6.78 1.95 1 6.73 2.2 1 8 middle 1 yes 15 20 32 Female Right Morning A 2018-12-03 13:26:00 35 471 2 1 un novelword 7
batole 12032 A NA NA NA NA NA NA NA 6.94 1.8 1 6 NA NA no 15 8 24 Female Right Morning A 2018-10-16 13:48:31 35 473 2 1 un novelword 7
buensi 22035 B NA NA NA NA NA NA NA 6.71 1.95 1 6 NA NA no 15 17 24 Male Right Morning B 2018-11-15 14:10:31 35 836 2 1 un novelword 8
buscio 11020 A guscio 1 3.558279151 6 6.7 1.8 1 6.69 1.75 1 6 initial 1 yes 15 14 22 Female Right Morning A 2018-11-12 13:44:47 35 987 2 1 un novelword 8
cafugno 22036 B NA NA NA NA NA NA NA 6.56 2.75 2 7 NA NA no 15 1 28 Male Right Morning B 2018-09-04 10:04:35 35 630 2 1 un novelword 8
